submission_date,state,tot_cases
7/15/2020,Massachusetts,112347
1/18/2021,,3
2/8/2020,Connecticut,0
8/21/2020,Wyoming,3524
8/24/2020,Mississippi,78405
6/10/2020,Nebraska,16025
10/21/2020,Wyoming,9848
11/20/2020,Tennessee,331532
5/8/2020,South Carolina,7367
9/11/2020,North Dakota,15151
1/28/2020,California,2
10/24/2020,Iowa,114631
3/6/2020,Alabama,0
9/5/2020,,34533
8/10/2020,Nebraska,28696
5/14/2020,Connecticut,35464
12/10/2020,,3
12/14/2020,Wisconsin,471285
5/11/2020,Tennessee,15622
8/5/2020,California,524722
10/1/2020,Washington,88116
2/17/2020,West Virginia,0
1/19/2021,South Carolina,394318
6/26/2020,Georgia,73458
8/14/2020,Alabama,106309
12/3/2020,Michigan,410843
1/26/2020,Louisiana,0
12/2/2020,Illinois,748603
9/18/2020,Illinois,272525
9/21/2020,Kentucky,61917
2/10/2020,Kentucky,0
12/31/2020,Ohio,700380
11/17/2020,,3
2/23/2020,Pennsylvania,0
10/4/2020,Louisiana,169719
1/23/2021,Nebraska,186854
8/9/2020,Colorado,50660
7/10/2020,Virginia,69782
10/21/2020,Illinois,358804
12/4/2020,Michigan,420268
8/17/2020,North Dakota,8782
12/13/2020,Connecticut,146761
9/16/2020,Washington,80812
3/5/2020,Arizona,3
11/2/2020,Florida,801371
2/19/2020,Nebraska,0
6/8/2020,Arizona,27678
3/24/2020,Nevada,278
5/29/2020,Minnesota,23531
6/1/2020,,3873
7/24/2020,Illinois,169699
5/30/2020,California,106878
1/23/2021,Maryland,341452
9/10/2020,Texas,649809
7/22/2020,Virginia,81237
6/23/2020,Florida,101303
4/26/2020,Minnesota,3602
5/9/2020,Wisconsin,9939
5/25/2020,New Mexico,7026
3/4/2020,Pennsylvania,0
10/25/2020,Wyoming,11041
11/28/2020,Oregon,72506
4/15/2020,Illinois,24593
6/22/2020,Michigan,67957
7/23/2020,Wisconsin,49669
6/20/2020,Washington,28225
10/27/2020,Louisiana,184724
2/6/2020,Maryland,0
3/9/2020,,0
9/14/2020,North Dakota,16064
1/25/2020,South Carolina,0
10/30/2020,Massachusetts,163125
11/25/2020,Idaho,96503
10/18/2020,Nevada,90357
8/11/2020,South Carolina,102130
10/8/2020,Arkansas,90145
2/14/2020,Kentucky,0
4/10/2020,Virginia,4509
12/26/2020,Massachusetts,345627
11/2/2020,Michigan,204326
12/25/2020,Mississippi,205023
4/25/2020,Florida,29996
1/1/2021,Texas,1772483
8/25/2020,North Dakota,10467
4/21/2020,Georgia,19028
8/20/2020,Indiana,83277
12/5/2020,Alabama,267589
4/27/2020,New York,131507
9/4/2020,Ohio,128444
12/27/2020,Oklahoma,289254
7/9/2020,Ohio,61331
12/27/2020,Florida,1250275
3/17/2020,Nevada,55
6/28/2020,Idaho,5319
7/1/2020,,7608
1/25/2020,Mississippi,0
8/26/2020,Idaho,30780
8/19/2020,Ohio,110881
7/9/2020,,9137
12/21/2020,California,1892348
8/18/2020,Arkansas,53487
8/31/2020,North Dakota,12000
12/19/2020,Maryland,250808
12/13/2020,Arizona,408442
12/1/2020,Tennessee,380186
6/12/2020,Connecticut,44689
6/9/2020,New York,171789
3/12/2020,New Mexico,5
6/6/2020,Maryland,57973
4/6/2020,Virginia,3333
7/24/2020,Nevada,40140
3/27/2020,Tennessee,1203
1/22/2021,Indiana,605426
11/16/2020,Connecticut,93284
8/5/2020,Nevada,53068
7/14/2020,,221458
2/3/2020,,0
8/11/2020,Idaho,25595
7/28/2020,Alabama,82530
9/15/2020,,239547
7/31/2020,Mississippi,59881
8/13/2020,South Carolina,103909
12/10/2020,Massachusetts,274350
1/15/2021,Colorado,371458
3/17/2020,Indiana,30
3/18/2020,Florida,299
2/4/2020,Massachusetts,1
3/26/2020,Idaho,189
3/10/2020,Washington,267
5/29/2020,,199038
6/28/2020,Virginia,62189
5/31/2020,Wisconsin,18403
2/9/2020,,0
3/25/2020,Alabama,386
1/20/2021,Indiana,598313
8/17/2020,Wisconsin,70715
2/14/2020,Georgia,0
3/27/2020,Texas,1731
12/9/2020,Georgia,517779
9/13/2020,Arkansas,70219
3/30/2020,Georgia,3224
6/21/2020,North Dakota,3288
5/30/2020,Louisiana,39682
9/16/2020,Texas,674772
5/15/2020,Nebraska,9772
5/18/2020,Indiana,28255
6/15/2020,Nebraska,16851
7/22/2020,Nebraska,23486
9/6/2020,New York,203492
10/26/2020,North Dakota,39130
6/9/2020,Oregon,4988
11/15/2020,New York,278144
4/10/2020,Pennsylvania,19980
8/3/2020,Texas,442014
3/3/2020,Alabama,0
9/9/2020,Idaho,34310
1/16/2021,Michigan,581785
9/2/2020,Maryland,110012
7/17/2020,Maryland,77206
6/23/2020,Iowa,26372
10/18/2020,Florida,745492
3/11/2020,,0
5/6/2020,Texas,34422
8/14/2020,Michigan,100724
4/15/2020,Connecticut,14755
9/16/2020,Indiana,107809
7/23/2020,Michigan,84431
7/4/2020,Ohio,56183
11/10/2020,South Carolina,187738
12/11/2020,Arkansas,181624
4/21/2020,Iowa,3641
12/9/2020,South Carolina,239444
8/2/2020,Minnesota,55947
11/27/2020,Kentucky,171755
1/14/2021,Arkansas,264511
3/4/2020,Iowa,0
8/22/2020,Kentucky,43066
7/7/2020,Washington,37420
3/16/2020,Alabama,29
9/2/2020,New York,201412
1/13/2021,Arizona,641729
11/1/2020,Arizona,247473
6/18/2020,,0
12/28/2020,Minnesota,410138
4/10/2020,Idaho,1396
9/26/2020,Iowa,85588
2/11/2020,West Virginia,0
11/15/2020,Tennessee,310937
12/31/2020,Arkansas,225138
11/7/2020,Tennessee,278215
7/8/2020,Washington,37941
8/9/2020,Idaho,24671
11/23/2020,Alabama,234080
12/3/2020,Massachusetts,242160
4/4/2020,Alabama,1633
11/12/2020,Kentucky,129680
2/18/2020,Alabama,0
2/19/2020,New York,0
10/4/2020,New Mexico,30477
5/21/2020,Idaho,2534
9/9/2020,Tennessee,166587
9/13/2020,West Virginia,12699
7/10/2020,Connecticut,47287
11/17/2020,Illinois,597849
4/15/2020,Indiana,8955
7/5/2020,,218666
6/13/2020,Georgia,56017
7/16/2020,Florida,311640
3/31/2020,Illinois,5994
11/15/2020,Michigan,275792
4/12/2020,Florida,19337
4/15/2020,Tennessee,5836
2/6/2020,Wisconsin,0
9/3/2020,South Carolina,121696
10/20/2020,Massachusetts,152191
6/11/2020,Oklahoma,7378
5/29/2020,Virginia,43611
6/1/2020,Florida,55415
7/22/2020,West Virginia,5461
10/3/2020,Connecticut,58297
10/24/2020,,260973
10/3/2020,Minnesota,103826
10/19/2020,Pennsylvania,183315
5/11/2020,Wisconsin,10418
10/3/2020,,50665
7/13/2020,Nebraska,21399
2/1/2020,Georgia,0
4/8/2020,,0
4/2/2020,Connecticut,3824
3/17/2020,Michigan,65
8/22/2020,Idaho,29662
3/25/2020,North Dakota,45
12/20/2020,Indiana,464354
2/21/2020,Louisiana,0
1/14/2021,Washington,283777
9/26/2020,Tennessee,190891
7/29/2020,Alabama,83782
5/8/2020,Connecticut,32411
9/30/2020,Arkansas,83697
4/26/2020,Ohio,15963
7/9/2020,,0
8/18/2020,Iowa,52969
10/16/2020,Pennsylvania,179086
4/30/2020,New Mexico,3411
2/18/2020,Idaho,0
9/21/2020,Minnesota,91422
10/16/2020,Wyoming,8665
10/16/2020,Texas,815678
12/31/2020,,77054
8/27/2020,Mississippi,81294
12/23/2020,Texas,1636458
8/19/2020,North Dakota,9242
1/8/2021,Wyoming,46647
8/1/2020,Ohio,92087
11/11/2020,Oregon,52770
5/10/2020,,2198
4/16/2020,Iowa,2141
1/29/2020,Kentucky,0
9/25/2020,Louisiana,165152
6/27/2020,Michigan,69679
7/24/2020,Mississippi,51097
4/4/2020,,0
10/26/2020,Virginia,175409
7/25/2020,Pennsylvania,107425
11/27/2020,North Dakota,77935
4/10/2020,New York,78128
7/30/2020,Georgia,186426
6/14/2020,Tennessee,30432
6/20/2020,New Mexico,10430
10/16/2020,Idaho,51704
3/1/2020,New York,0
11/25/2020,Illinois,685467
3/2/2020,Washington,18
10/9/2020,Iowa,97457
9/25/2020,Oklahoma,88749
8/5/2020,New York,191644
5/12/2020,California,69382
4/17/2020,Oklahoma,2465
8/14/2020,Georgia,238304
10/29/2020,Idaho,62746
1/23/2021,Mississippi,264219
1/17/2021,Virginia,446550
2/10/2020,California,6
6/12/2020,New York,172760
11/29/2020,,4
4/30/2020,Washington,14327
4/11/2020,Florida,18445
10/12/2020,Michigan,151396
11/27/2020,Washington,158167
1/25/2020,Massachusetts,0
6/22/2020,Nebraska,17957
7/2/2020,Iowa,30209
7/5/2020,Wisconsin,34740
8/3/2020,Georgia,200166
8/4/2020,,0
8/12/2020,Alabama,104786
1/26/2021,Connecticut,244899
11/28/2020,Kentucky,174182
11/22/2020,Wisconsin,376238
7/29/2020,Minnesota,53692
5/3/2020,Connecticut,29312
2/10/2020,Maryland,0
11/13/2020,Michigan,268362
2/19/2020,Ohio,0
9/10/2020,Ohio,134086
4/16/2020,Minnesota,2013
1/2/2021,South Carolina,312718
7/12/2020,New York,182655
2/7/2020,North Dakota,0
2/12/2020,Florida,0
9/24/2020,Oregon,31865
1/15/2021,Alabama,417528
3/19/2020,Louisiana,392
10/4/2020,Wisconsin,139928
1/26/2021,,92244
4/12/2020,,0
11/24/2020,Mississippi,145636
11/9/2020,Connecticut,81463
2/2/2020,Maryland,0
3/17/2020,South Carolina,47
10/17/2020,Colorado,84369
9/14/2020,,0
8/7/2020,Alabama,98484
12/23/2020,,4
12/27/2020,Maryland,269183
4/29/2020,Ohio,17303
1/16/2021,Iowa,304270
4/5/2020,Kentucky,955
9/21/2020,Ohio,145165
8/10/2020,Wisconsin,65356
5/28/2020,Alabama,16729
5/10/2020,Florida,39888
3/24/2020,,0
11/12/2020,New York,268786
2/26/2020,,0
3/2/2020,West Virginia,0
4/8/2020,Indiana,5943
10/29/2020,Oregon,43793
7/11/2020,Iowa,34647
3/23/2020,Massachusetts,777
9/12/2020,Nebraska,38108
11/7/2020,Ohio,245727
5/6/2020,Louisiana,30399
11/1/2020,Washington,108315
5/27/2020,Connecticut,41288
7/2/2020,Georgia,88233
5/11/2020,Connecticut,33765
6/9/2020,Florida,64448
11/14/2020,Minnesota,216028
12/23/2020,Nevada,209962
1/20/2021,,553350
5/4/2020,Mississippi,8207
3/18/2020,,0
5/9/2020,Florida,40001
9/3/2020,Connecticut,53209
4/5/2020,South Carolina,2049
9/24/2020,Arkansas,79049
3/20/2020,Nebraska,38
12/19/2020,Kentucky,240564
8/7/2020,Washington,61587
2/24/2020,Oklahoma,0
6/27/2020,Ohio,49455
1/26/2021,Idaho,160592
1/22/2020,Arkansas,0
12/20/2020,Texas,1581668
9/7/2020,New York,203809
5/19/2020,Washington,18811
4/19/2020,Connecticut,17962
9/4/2020,Washington,76335
2/3/2020,Oregon,0
10/6/2020,Louisiana,170469
1/26/2021,South Carolina,423667
5/31/2020,Louisiana,39916
1/22/2021,Washington,298249
4/21/2020,Wisconsin,4620
8/23/2020,North Dakota,10000
11/9/2020,Indiana,214509
5/18/2020,Iowa,15082
9/25/2020,Michigan,133377
7/16/2020,Illinois,159082
6/11/2020,New Mexico,9367
8/27/2020,Arkansas,58745
7/17/2020,Pennsylvania,100241
2/4/2020,Louisiana,0
6/24/2020,Nevada,14592
4/12/2020,Minnesota,1621
1/6/2021,,79898
7/7/2020,Idaho,8539
3/3/2020,Louisiana,0
1/8/2021,Idaho,148258
1/21/2021,,3
3/11/2020,Oregon,19
2/25/2020,Nebraska,0
4/3/2020,Iowa,699
8/29/2020,Oregon,26293
3/14/2020,Wisconsin,19
10/16/2020,,254538
5/26/2020,Georgia,41972
10/3/2020,Michigan,141271
12/3/2020,New Mexico,102862
2/23/2020,Florida,0
4/16/2020,Idaho,1609
8/2/2020,Louisiana,119747
10/20/2020,Tennessee,233569
1/1/2021,South Carolina,307507
11/25/2020,,49226
10/2/2020,,0
11/26/2020,North Dakota,77232
3/7/2020,Washington,102
8/18/2020,Minnesota,66061
7/22/2020,Nevada,38877
4/3/2020,Maryland,2758
3/21/2020,Indiana,126
3/2/2020,,0
3/11/2020,Alabama,0
7/14/2020,Louisiana,82042
11/27/2020,Alabama,242874
9/18/2020,West Virginia,13683
11/23/2020,Georgia,451056
4/16/2020,Mississippi,3793
6/16/2020,,0
3/28/2020,California,5259
9/21/2020,Idaho,37901
4/14/2020,Connecticut,13989
6/9/2020,Minnesota,28869
12/2/2020,Idaho,104734
3/3/2020,,1
12/8/2020,South Carolina,236954
3/23/2020,Mississippi,320
9/8/2020,Massachusetts,131110
10/18/2020,,57950
11/18/2020,Colorado,176694
12/9/2020,Pennsylvania,445317
12/23/2020,Virginia,323915
9/26/2020,New York,212449
4/21/2020,Tennessee,7394
5/30/2020,North Dakota,2554
7/5/2020,West Virginia,3335
11/4/2020,Alabama,197777
8/8/2020,Colorado,50324
5/13/2020,Michigan,48391
6/24/2020,South Carolina,27897
1/25/2020,Arizona,0
4/2/2020,South Carolina,1554
10/25/2020,Alabama,184355
7/21/2020,,223758
2/28/2020,New York,0
12/21/2020,Mississippi,197691
5/27/2020,Georgia,42681
3/27/2020,,26697
9/6/2020,Louisiana,153764
7/14/2020,,10379
12/14/2020,Illinois,856118
3/3/2020,Maryland,0
10/30/2020,New York,242921
6/16/2020,Kentucky,12829
6/27/2020,Mississippi,25892
9/18/2020,,0
2/23/2020,,0
8/21/2020,Louisiana,141720
11/1/2020,Idaho,65088
11/24/2020,Florida,938830
4/10/2020,Wisconsin,3068
11/8/2020,Pennsylvania,230894
4/23/2020,Indiana,13039
10/6/2020,South Carolina,152970
11/28/2020,Wisconsin,404999
11/13/2020,Nevada,116737
3/16/2020,Wisconsin,53
3/24/2020,Oklahoma,106
4/25/2020,Michigan,37184
2/10/2020,Washington,1
5/11/2020,Massachusetts,78462
1/26/2021,Mississippi,268672
12/15/2020,,4
9/7/2020,Virginia,128407
3/14/2020,Wyoming,2
2/23/2020,,0
6/4/2020,Texas,69920
8/6/2020,Massachusetts,119874
9/4/2020,Iowa,68256
5/10/2020,Massachusetts,77793
9/14/2020,,0
4/13/2020,Connecticut,13381
10/19/2020,Georgia,364909
11/22/2020,Ohio,351419
5/12/2020,Alabama,10665
12/14/2020,Idaho,122217
1/26/2021,,3
7/14/2020,Indiana,52685
1/4/2021,North Dakota,93240
11/12/2020,Indiana,230965
4/7/2020,,573
5/24/2020,,0
6/24/2020,Idaho,4645
7/23/2020,Arkansas,36259
12/31/2020,South Carolina,307507
6/29/2020,New Mexico,11982
7/26/2020,Wisconsin,52680
11/25/2020,Alabama,239318
12/9/2020,Oregon,88287
3/5/2020,Wyoming,0
10/1/2020,,0
10/14/2020,,253313
1/29/2020,Illinois,1
10/24/2020,Wyoming,10805
8/10/2020,Florida,531188
10/30/2020,Texas,893451
9/18/2020,,40993
8/20/2020,Michigan,104618
3/10/2020,Iowa,13
2/18/2020,North Dakota,0
11/15/2020,Georgia,424989
6/28/2020,Alabama,36350
11/29/2020,Wisconsin,409054
5/26/2020,Nebraska,12619
1/26/2021,,586289
2/28/2020,Florida,0
9/21/2020,South Carolina,138124
7/11/2020,Indiana,51079
1/24/2020,Illinois,1
2/5/2020,Indiana,0
10/27/2020,South Carolina,172579
1/16/2021,Massachusetts,453924
10/30/2020,Alabama,190496
3/15/2020,Alabama,22
12/29/2020,,4
12/31/2020,Oklahoma,302148
9/2/2020,Tennessee,157831
10/11/2020,Wyoming,7611
9/21/2020,West Virginia,14171
11/19/2020,Massachusetts,201946
5/29/2020,,0
9/30/2020,South Carolina,147942
3/7/2020,Kentucky,1
10/23/2020,Wyoming,10545
1/3/2021,Alabama,371934
2/5/2020,South Carolina,0
1/13/2021,Oklahoma,349553
4/14/2020,Arizona,3806
9/2/2020,,34198
2/2/2020,Virginia,0
2/13/2020,Nebraska,0
2/5/2020,Wyoming,0
7/22/2020,Ohio,78742
2/20/2020,New York,0
3/25/2020,Colorado,1086
4/26/2020,,0
7/15/2020,Idaho,12445
3/22/2020,Massachusetts,646
9/29/2020,Colorado,70025
5/16/2020,Indiana,27280
8/30/2020,South Carolina,118324
5/27/2020,Idaho,2731
8/25/2020,Alabama,117240
12/22/2020,Alabama,329811
11/19/2020,Wyoming,26169
3/6/2020,Colorado,2
4/3/2020,Arkansas,738
2/26/2020,,0
10/13/2020,Louisiana,175329
12/23/2020,Louisiana,293934
5/13/2020,Iowa,13289
5/24/2020,Minnesota,20573
11/8/2020,Nebraska,83969
9/4/2020,,236363
11/29/2020,Pennsylvania,357196
2/27/2020,Wisconsin,0
1/26/2021,Nebraska,188121
9/5/2020,Colorado,58989
4/9/2020,New York,72910
9/28/2020,Wyoming,5754
8/24/2020,Wisconsin,75619
9/2/2020,Wisconsin,82182
8/24/2020,Nebraska,32047
3/26/2020,Alabama,531
5/3/2020,Virginia,19492
9/13/2020,Kentucky,56945
9/10/2020,Illinois,257571
4/26/2020,Virginia,13535
6/15/2020,Indiana,40430
11/18/2020,Pennsylvania,281852
11/14/2020,,3
6/12/2020,North Dakota,3016
10/11/2020,,0
11/21/2020,New Mexico,79440
12/10/2020,Oklahoma,228413
11/26/2020,Oregon,70006
9/3/2020,Tennessee,159546
11/16/2020,Maryland,169805
6/6/2020,Connecticut,43818
5/12/2020,Illinois,83021
11/29/2020,Maryland,198370
4/1/2020,Kentucky,680
6/19/2020,Tennessee,34017
10/7/2020,Minnesota,107922
3/14/2020,Illinois,32
7/4/2020,Minnesota,38136
8/27/2020,Idaho,31122
1/30/2020,North Dakota,0
8/14/2020,Illinois,204023
4/22/2020,Mississippi,5153
12/13/2020,Indiana,425434
6/10/2020,Michigan,65182
8/9/2020,Nevada,56456
10/23/2020,Iowa,112898
5/2/2020,New York,140623
1/1/2021,Minnesota,415302
6/1/2020,North Dakota,2625
10/14/2020,South Carolina,159809
1/12/2021,Arkansas,259553
1/17/2021,Tennessee,685321
6/3/2020,Georgia,47802
3/25/2020,Florida,1861
6/14/2020,Indiana,39909
6/23/2020,Tennessee,36303
5/8/2020,Michigan,46326
8/15/2020,Georgia,241640
7/21/2020,California,400769
12/19/2020,,68433
11/10/2020,,3
8/14/2020,Idaho,27173
4/3/2020,Virginia,2012
1/31/2020,Nevada,0
6/5/2020,New York,170268
6/27/2020,Connecticut,46206
6/17/2020,,212789
8/22/2020,,0
6/4/2020,,0
3/16/2020,Wyoming,3
3/3/2020,New York,0
7/7/2020,Wisconsin,35765
11/1/2020,Virginia,183419
10/12/2020,Georgia,353768
5/3/2020,Illinois,61449
6/25/2020,Arkansas,18062
3/11/2020,Indiana,9
6/2/2020,Wisconsin,18917
7/1/2020,,0
11/10/2020,Indiana,219338
5/18/2020,Massachusetts,87052
11/21/2020,Virginia,217797
9/28/2020,Illinois,292128
7/10/2020,Michigan,75685
3/18/2020,Virginia,94
7/20/2020,Michigan,82395
6/25/2020,Nevada,15085
10/20/2020,Georgia,366409
4/20/2020,Indiana,11686
9/12/2020,Arizona,208128
10/17/2020,California,864455
3/21/2020,Ohio,247
9/17/2020,Wyoming,4652
10/15/2020,California,858401
9/8/2020,Indiana,100780
10/8/2020,,250037
12/8/2020,Louisiana,254562
6/3/2020,Ohio,36792
5/23/2020,Arkansas,5775
6/21/2020,New York,175490
9/24/2020,Florida,684847
1/8/2021,,3
6/11/2020,Nevada,10417
5/24/2020,Indiana,31376
3/26/2020,South Carolina,456
4/4/2020,Pennsylvania,10017
8/30/2020,Maryland,108249
2/10/2020,Minnesota,0
8/7/2020,Minnesota,60101
4/28/2020,Florida,31986
1/5/2021,Louisiana,326648
2/10/2020,Arkansas,0
7/29/2020,New York,189042
10/31/2020,Mississippi,120500
10/17/2020,Massachusetts,149799
10/17/2020,Nebraska,57334
6/24/2020,Washington,29869
9/20/2020,Arkansas,75723
1/7/2021,Georgia,723630
9/28/2020,,0
3/23/2020,Wisconsin,416
3/5/2020,Pennsylvania,0
6/9/2020,Louisiana,43612
11/2/2020,Wyoming,14167
3/23/2020,Kentucky,124
10/4/2020,Texas,765894
11/9/2020,Kentucky,122567
11/1/2020,West Virginia,24883
4/28/2020,Alabama,6947
1/24/2020,,0
10/24/2020,Connecticut,66052
12/27/2020,Connecticut,172743
2/22/2020,,0
2/20/2020,Virginia,0
11/2/2020,Oregon,45978
12/3/2020,Wisconsin,426534
4/13/2020,Louisiana,21016
1/25/2021,Virginia,483326
9/9/2020,Oregon,28471
1/19/2021,Kentucky,330907
1/26/2020,Arizona,1
9/4/2020,Alabama,130393
4/14/2020,Florida,20984
10/20/2020,Iowa,108691
3/29/2020,,0
2/18/2020,Arizona,1
6/28/2020,Louisiana,56236
5/13/2020,Mississippi,10483
5/1/2020,Texas,29229
1/10/2021,Kentucky,303625
1/23/2021,Virginia,472447
10/14/2020,Virginia,162941
1/15/2021,Arkansas,267635
1/25/2020,Minnesota,0
5/10/2020,Oklahoma,4589
6/16/2020,West Virginia,2341
9/11/2020,Maryland,115533
8/18/2020,Tennessee,135778
1/28/2020,Wisconsin,0
3/20/2020,Ohio,169
6/7/2020,Illinois,127757
1/22/2020,South Carolina,0
1/13/2021,Massachusetts,437648
2/1/2020,Washington,1
3/22/2020,Ohio,351
9/14/2020,Nevada,74043
8/10/2020,Iowa,49074
2/24/2020,Minnesota,0
2/18/2020,Nevada,0
12/2/2020,North Dakota,81105
7/18/2020,Illinois,161785
2/16/2020,Illinois,2
6/14/2020,Louisiana,46619
4/20/2020,Virginia,9630
3/11/2020,Kentucky,4
4/29/2020,Massachusetts,60265
6/6/2020,Georgia,50126
12/16/2020,Wyoming,40310
1/21/2021,North Dakota,96567
5/8/2020,Kentucky,6288
5/27/2020,Ohio,33439
2/2/2020,Louisiana,0
5/22/2020,Texas,53449
3/11/2020,Arkansas,1
3/27/2020,West Virginia,96
8/8/2020,Oregon,21010
10/19/2020,Wisconsin,183142
3/13/2020,Ohio,5
12/31/2020,Maryland,280219
9/18/2020,,240822
9/16/2020,Connecticut,55166
5/29/2020,North Dakota,2520
11/30/2020,Connecticut,117295
10/4/2020,Massachusetts,142336
6/25/2020,Georgia,71382
5/25/2020,Alabama,15257
5/10/2020,New York,150978
1/19/2021,Minnesota,448268
1/16/2021,West Virginia,108124
3/22/2020,Michigan,1035
1/20/2021,West Virginia,111677
9/13/2020,,37750
6/8/2020,,0
3/7/2020,Minnesota,1
5/26/2020,Maryland,48423
8/10/2020,Louisiana,131961
5/12/2020,Nevada,6322
9/29/2020,Idaho,41434
8/29/2020,Nevada,68717
6/10/2020,Nevada,10164
1/4/2021,Idaho,143305
4/24/2020,South Carolina,5070
6/13/2020,Michigan,65836
6/28/2020,Arizona,73908
7/10/2020,Alabama,50546
10/18/2020,Oklahoma,111624
12/7/2020,Massachusetts,259918
1/10/2021,Virginia,403386
3/10/2020,Mississippi,0
5/19/2020,Virginia,32908
8/21/2020,Idaho,29369
12/9/2020,Nevada,176334
11/11/2020,Florida,846321
5/21/2020,Nebraska,11425
1/16/2021,New York,704870
4/11/2020,Oklahoma,1868
12/8/2020,West Virginia,57060
1/6/2021,Colorado,346893
1/19/2021,Indiana,595436
11/24/2020,Pennsylvania,321070
7/24/2020,Colorado,42980
10/28/2020,Tennessee,254220
2/14/2020,,0
3/14/2020,Arizona,12
12/13/2020,New York,420108
1/23/2020,California,0
12/14/2020,Indiana,430401
1/30/2020,Georgia,0
1/10/2021,South Carolina,354525
3/15/2020,New Mexico,17
11/27/2020,Connecticut,112581
12/3/2020,Mississippi,161516
7/23/2020,Louisiana,101650
11/18/2020,,3
10/2/2020,Indiana,122640
1/31/2020,,0
1/2/2021,Iowa,283330
9/29/2020,Arizona,218184
2/11/2020,Connecticut,0
6/28/2020,Maryland,67254
3/3/2020,Indiana,0
4/15/2020,South Carolina,3656
1/16/2021,,3
7/8/2020,Arkansas,25246
8/30/2020,,0
7/1/2020,California,232657
5/3/2020,Texas,31548
7/8/2020,Idaho,8969
8/18/2020,Colorado,53631
3/24/2020,Georgia,1259
8/19/2020,Pennsylvania,126149
6/15/2020,Virginia,55331
6/23/2020,New York,176029
10/23/2020,Michigan,172122
3/30/2020,Oklahoma,481
3/28/2020,Kentucky,394
4/9/2020,Pennsylvania,18228
1/27/2020,Kentucky,0
6/24/2020,Iowa,26705
1/21/2021,Florida,1584442
7/29/2020,Texas,403307
4/8/2020,Florida,15234
7/5/2020,Nevada,22646
3/10/2020,Oregon,15
4/1/2020,Pennsylvania,5805
2/3/2020,Florida,0
3/24/2020,,15597
9/5/2020,Arkansas,65226
10/28/2020,,64798
6/2/2020,Connecticut,42979
2/22/2020,Indiana,0
11/14/2020,Illinois,562985
5/27/2020,Texas,57921
12/21/2020,Connecticut,167377
9/9/2020,New York,204507
1/9/2021,California,2621277
9/28/2020,Minnesota,97638
7/5/2020,Idaho,7733
8/20/2020,Texas,562559
1/13/2021,Indiana,574119
3/17/2020,Ohio,67
5/13/2020,Maryland,35903
6/4/2020,Minnesota,26273
6/22/2020,Massachusetts,107210
10/21/2020,Iowa,109803
9/9/2020,Mississippi,88322
12/12/2020,,4
6/27/2020,Texas,143371
12/1/2020,Michigan,395453
4/18/2020,North Dakota,528
10/22/2020,New Mexico,39377
11/26/2020,Minnesota,289303
10/31/2020,,0
10/20/2020,New Mexico,37896
2/25/2020,Maryland,0
8/29/2020,Texas,606530
3/10/2020,Idaho,0
7/10/2020,Colorado,36191
12/14/2020,Iowa,257332
8/18/2020,North Dakota,8968
1/22/2020,Illinois,0
3/26/2020,California,3777
7/27/2020,Georgia,174277
4/6/2020,California,14336
5/19/2020,Massachusetts,87925
8/9/2020,Nebraska,28432
10/11/2020,,251618
10/25/2020,,0
8/23/2020,Indiana,85932
7/5/2020,Pennsylvania,90304
9/9/2020,Illinois,255618
11/16/2020,Wyoming,23193
1/2/2021,Connecticut,190120
4/1/2020,Idaho,669
8/4/2020,Illinois,185993
12/28/2020,Ohio,675044
6/30/2020,West Virginia,2905
12/3/2020,Nevada,159532
1/15/2021,Oklahoma,356597
6/11/2020,Arizona,31264
10/30/2020,Indiana,175893
1/14/2021,Louisiana,361148
7/20/2020,Florida,355899
7/12/2020,,10010
2/4/2020,,0
3/30/2020,,0
2/17/2020,Tennessee,0
12/18/2020,Wyoming,41359
5/17/2020,Maryland,38804
5/20/2020,,0
5/22/2020,Wyoming,803
4/9/2020,Nebraska,577
10/7/2020,Nebraska,49396
5/10/2020,Wisconsin,10219
1/27/2021,Iowa,315412
6/18/2020,New York,174500
7/30/2020,Oklahoma,38291
9/19/2020,Nevada,75607
11/19/2020,Alabama,225910
1/14/2021,Texas,2045699
10/15/2020,North Dakota,30517
5/1/2020,Michigan,42356
8/24/2020,North Dakota,10229
3/12/2020,Illinois,32
12/1/2020,Wyoming,33805
11/28/2020,Virginia,235943
9/5/2020,Arizona,205516
4/22/2020,Virginia,10998
5/28/2020,Iowa,18585
8/3/2020,,0
3/29/2020,Kentucky,439
3/18/2020,Mississippi,50
8/21/2020,New Mexico,24095
6/1/2020,California,113006
9/4/2020,North Dakota,13334
12/31/2020,California,2245379
10/8/2020,Georgia,348022
3/17/2020,Alabama,39
